condition_id,repetition,mode_key,threads,prompt_bytes,requests,p50_us,p95_us,p99_us,throughput_rps
inline-0000,11,evidence:none,8,2048,1000,256.0,368.7610499999996,729.5635099999998,30919.14868329105
inline-0001,3,evidence:data,1,2048,1000,3087.75,4420.57885,5123.194579999993,283.8563882332071
inline-0002,8,policy_only,4,16384,1000,8.958,11.752099999999999,18.129589999999997,306583.88901663217
inline-0003,16,policy_only,4,128,1000,0.167,0.583,0.8344099999999997,2229445.6260506264
inline-0004,6,evidence:data,1,2048,1000,3852.8955,4106.58155,4980.4320800000005,280.8963646702313
inline-0005,16,evidence:data,4,128,1000,13980.833,27965.0003,46995.73457999999,275.0402424236821
inline-0006,5,evidence:none,8,128,1000,20.8335,53.956899999998406,3515.0480899999993,44336.31310304313
inline-0007,18,evidence:full,8,128,1000,28632.708,63162.56249999998,95738.30008,266.328911253278
inline-0008,12,evidence:full,1,16384,1000,3932.958,4952.47855,5065.44834,267.9635865589887
inline-0009,17,evidence:full,8,16384,1000,28854.229,33956.98605,51006.328089999995,274.6224610552739
inline-0010,13,evidence:none,4,128,1000,31.625,40.629149999999996,53.13707999999999,31828.88789865682
inline-0011,7,evidence:full,8,16384,1000,27962.937,32157.658299999996,50932.60815999998,285.5362708184431
inline-0012,15,evidence:full,8,2048,1000,27935.646,47985.0934,71072.77499999992,276.5305227271708
inline-0013,10,policy_only,1,2048,1000,0.958,1.125,1.25,665022.7304769277
inline-0014,5,evidence:none,4,16384,1000,237.2705,296.63125,354.56059,15957.542468884907
inline-0015,6,evidence:none,1,16384,1000,77.7705,89.41905,96.21425,12652.035237385771
inline-0016,17,policy_only,8,128,1000,0.208,0.875,16.056579999999986,1834862.385321101
inline-0017,9,policy_only,1,2048,1000,0.667,0.833,0.9186599999999985,990466.7574594527
inline-0018,2,evidence:full,8,16384,1000,28947.208,35026.6944,41431.99249999994,279.831269646838
inline-0019,17,evidence:none,4,2048,1000,149.333,204.64999999999998,260.4584199999999,25136.785589302024
inline-0020,0,evidence:full,8,128,1000,26027.2085,65892.89135,141162.6124999998,274.78806772429357
inline-0021,15,evidence:none,8,128,1000,28.459,39.506249999999994,4259.648749999996,33133.74778571305
inline-0022,12,policy_only,1,2048,1000,0.875,0.917,1.0,875880.6980418811
inline-0023,6,evidence:data,1,16384,1000,3346.333,4909.2393,5177.16417,278.70359628669263
inline-0024,16,evidence:data,4,2048,1000,13096.3125,16160.72645,26906.85375,282.47894005027337
inline-0025,4,evidence:none,4,2048,1000,157.625,218.88959999999997,279.7809199999998,24212.659986361494
inline-0026,6,evidence:full,1,2048,1000,3661.875,4091.5098,4918.28607,282.79693236027623
inline-0027,18,policy_only,4,128,1000,0.209,0.708,1.042,1917699.98734318
inline-0028,18,evidence:full,1,16384,1000,3871.313,4928.383650000001,5295.344999999999,274.05339848691983
inline-0029,18,evidence:data,8,2048,1000,27997.5625,37963.039549999994,59341.535749999995,280.4713643820509
inline-0030,2,evidence:data,1,2048,1000,3875.9165,4090.35065,6032.06158,278.16229534948684
inline-0031,16,evidence:full,4,16384,1000,14958.4165,17047.89375,24087.92832999999,270.58481597746515
inline-0032,11,evidence:full,8,128,1000,27305.875,59034.6146,87103.27183999994,279.2633748426355
inline-0033,18,policy_only,1,2048,1000,1.125,1.25,1.4168399999999992,628288.6986570329
inline-0034,18,evidence:data,1,128,1000,3802.7085,4457.7851,5148.64166,273.52507390320636
inline-0035,14,evidence:none,1,16384,1000,89.229,113.6292,145.28666999999996,10847.717560494548
inline-0036,6,evidence:none,4,128,1000,21.958,30.20805,265.1708399999997,42124.700825109154
inline-0037,7,evidence:data,1,2048,1000,3823.5,4114.2729500000005,4976.39,282.001206048658
inline-0038,11,policy_only,8,2048,1000,1.0,2.8770499999999983,23.769999999999982,1168053.7304716017
inline-0039,19,policy_only,4,16384,1000,5.875,6.208,6.54241,576493.4784175254
inline-0040,3,evidence:none,8,16384,1000,465.6875,537.06045,592.7989200000001,16782.829581039485
inline-0041,5,policy_only,4,16384,1000,5.833,6.125,7.377499999999999,573655.0084671479
inline-0042,7,evidence:none,1,16384,1000,77.688,95.9181,102.7995,12414.91253470651
inline-0043,15,evidence:data,8,2048,1000,28018.4375,40799.670549999995,58042.47766999999,276.18230078141477
inline-0044,19,evidence:none,4,128,1000,30.6455,39.9601,70.0788299999992,32037.33451555369
inline-0045,13,evidence:full,8,128,1000,28042.542,56952.4875,129797.06716999998,273.8383937926861
inline-0046,19,evidence:data,1,128,1000,3885.625,4131.15835,6001.521579999999,276.7725743841862
inline-0047,19,evidence:full,4,128,1000,13098.292,28016.56075,53037.94157999998,274.52889673885477
inline-0048,7,evidence:full,8,128,1000,26759.9375,58050.92149999999,112964.05782999998,281.7762149063775
inline-0049,13,evidence:none,8,16384,1000,471.4375,593.8875,647.78834,16150.79441154734
inline-0050,18,evidence:none,8,16384,1000,447.625,496.88545,573.16009,17825.921074700538
inline-0051,13,policy_only,1,16384,1000,4.959,5.75,6.87541,187961.09205394483
inline-0052,16,evidence:full,8,2048,1000,28128.4795,33004.76635,59045.40208999999,272.9379063533667
inline-0053,17,policy_only,1,2048,1000,1.125,1.291,1.292,616237.8678169773
inline-0054,8,policy_only,1,128,1000,0.125,0.375,0.417,1708794.1381525884
inline-0055,3,evidence:data,4,128,1000,13923.292,26946.6479,40031.15908,285.64341219730096
inline-0056,4,evidence:none,1,16384,1000,82.5415,107.96634999999999,115.37541,11566.443434308385
inline-0057,13,policy_only,4,16384,1000,5.75,6.083,6.542829999999999,578703.7037037037
inline-0058,6,evidence:data,8,128,1000,26998.875,53035.52465,71887.91134,284.0310097751195
inline-0059,0,evidence:full,1,128,1000,3921.854,4171.8503,6054.960509999999,272.7209226437243
inline-0060,17,evidence:full,4,128,1000,12979.563,27965.805599999996,52853.48875,284.1958207047593
inline-0061,15,evidence:none,4,16384,1000,239.5,324.041,355.07532999999995,15707.207351048435
inline-0062,14,evidence:full,1,128,1000,3779.771,4866.441949999999,7980.1307400000005,270.4196893540676
inline-0063,0,evidence:none,1,2048,1000,35.0,45.29729999999999,52.42199999999999,26950.81812577273
inline-0064,8,evidence:none,8,128,1000,24.708,34.08814999999999,4737.017829999998,37838.59726871167
inline-0065,14,evidence:none,8,16384,1000,466.417,569.50625,1451.6328299999998,15733.722480736023
inline-0066,1,evidence:none,8,2048,1000,256.6455,281.29615,480.92699,30667.516524884606
inline-0067,12,evidence:data,4,16384,1000,14024.0205,16983.79585,21882.31607,277.38292449462347
inline-0068,14,evidence:data,1,128,1000,3893.9375,4081.95385,4872.8613399999995,277.39728117376774
inline-0069,19,evidence:full,8,2048,1000,26993.958,34976.90835,55844.503,283.2349547920914
inline-0070,10,policy_only,8,128,1000,0.292,1.083,17.87799999999996,1063500.5546155393
inline-0071,18,evidence:full,4,2048,1000,13314.813,16203.5146,26990.37032999999,287.3389238800828
inline-0072,4,evidence:data,4,128,1000,13054.333,27988.17915,45962.59249999999,280.82811718508003
inline-0073,14,evidence:full,1,16384,1000,3945.5205,4896.1065499999995,5025.742919999999,265.754332044757
inline-0074,7,evidence:none,8,128,1000,23.8955,30.046149999999997,507.96558999997086,40058.753372396226
inline-0075,8,evidence:full,8,128,1000,27938.375,56911.7024,106978.60657999999,273.8330604130498
inline-0076,12,evidence:none,1,128,1000,24.584,29.917,35.46134,38570.451030897515
inline-0077,1,evidence:full,8,16384,1000,28966.9165,32894.55,35899.1575,272.4273024549189
inline-0078,7,policy_only,4,16384,1000,7.959,10.377099999999999,16.46966999999999,395315.51119237044
inline-0079,13,evidence:data,1,2048,1000,3946.0,4155.9181,4972.84158,267.37862764576056
inline-0080,9,evidence:full,4,128,1000,14052.75,27017.58095,38508.32774,275.67458492373135
inline-0081,5,evidence:data,8,16384,1000,27996.313,32692.72709999999,52083.5305,280.28332580130285
inline-0082,9,policy_only,4,2048,1000,1.291,1.667,4.544749999999996,1362862.010221465
inline-0083,19,policy_only,1,2048,1000,1.0,1.167,1.209,687245.5473360989
inline-0084,7,policy_only,8,2048,1000,1.0,5.25,16.90749999999997,1230452.7204694424
inline-0085,12,evidence:full,1,2048,1000,3974.167,4300.5993499999995,5966.91283,256.2275464598193
inline-0086,6,evidence:none,8,128,1000,28.25,38.842299999999994,3932.9833299999946,33690.924311856135
inline-0087,18,evidence:none,1,16384,1000,82.375,93.17115,102.12541999999999,11976.43028937906
inline-0088,3,evidence:data,8,2048,1000,26941.438,35070.800299999995,59054.49476,288.86361442030886
inline-0089,5,evidence:full,4,128,1000,13047.271,28564.25204999998,50005.52240999998,279.2990979306103
inline-0090,5,evidence:none,1,16384,1000,79.209,93.25625,135.58990999999983,11912.041580267636
inline-0091,10,evidence:data,1,2048,1000,3887.125,4059.1646,4408.34491,281.5282489375118
inline-0092,0,evidence:full,1,16384,1000,3852.0415,4094.3351,5911.868579999999,279.16830089347286
inline-0093,12,evidence:none,8,128,1000,24.2705,47.87705,3243.550739999996,38646.03612438227
inline-0094,3,evidence:none,1,128,1000,23.708,29.96315,34.15832999999997,40028.01961372961
inline-0095,6,evidence:full,8,128,1000,26994.312,53058.35625,103025.94808999996,280.0988603998041
inline-0096,9,evidence:full,1,16384,1000,3936.7085,4973.85625,6029.650659999999,265.1277562197347
inline-0097,13,evidence:full,4,2048,1000,14059.8335,17162.224349999997,27905.974670000003,276.62788307876485
inline-0098,2,policy_only,1,128,1000,0.125,0.458,0.5,1419446.4158978
inline-0099,10,evidence:full,8,16384,1000,30986.625,34056.37435,51034.378159999986,259.20073227151386
inline-0100,8,evidence:full,8,16384,1000,32167.375,38038.56635,63890.02601,236.22699656557626
inline-0101,16,evidence:none,8,2048,1000,292.292,375.62055,548.3450899999999,26873.713941623253
inline-0102,5,evidence:data,1,2048,1000,4002.312,4837.209799999999,6060.038749999983,242.2972077310212
inline-0103,2,policy_only,4,16384,1000,5.916,10.0,15.633749999999992,398525.4558134901
inline-0104,10,evidence:none,4,16384,1000,203.333,247.9274,325.36274,18952.09148174558
inline-0105,5,evidence:none,1,2048,1000,25.709,29.6691,48.46466999999999,36688.1032808263
inline-0106,7,policy_only,1,2048,1000,0.75,0.875,0.958,928038.933089321
inline-0107,12,policy_only,8,2048,1000,1.042,1.7940499999999981,16.102169999999983,684814.244136278
inline-0108,11,evidence:none,8,16384,1000,410.8955,447.46105,537.0934199999998,19090.420862073006
inline-0109,15,evidence:full,4,16384,1000,16044.5005,19552.781249999996,27985.963419999996,240.2427677384468
inline-0110,5,evidence:none,4,2048,1000,128.4795,148.5104,228.57142,30337.08229895259
inline-0111,3,evidence:full,1,128,1000,4001.667,4911.25865,6641.1782499999945,242.71144361095648
inline-0112,7,evidence:full,4,128,1000,15995.729,32815.2247,56042.06292,236.8268236820487
inline-0113,8,evidence:data,8,16384,1000,37883.6875,61273.51184999992,117107.95549999987,199.42472611348134
inline-0114,9,policy_only,1,128,1000,0.125,0.41904999999999815,0.5,1467170.5908589403
inline-0115,2,evidence:none,8,16384,1000,475.2295,605.0020999999999,744.8009199999997,15911.869627814687
inline-0116,3,policy_only,4,16384,1000,5.792,6.16605,7.25041,573791.9384527815
inline-0117,14,evidence:full,8,128,1000,31963.7705,73051.16844999981,229970.83925,243.30509777105988
inline-0118,3,evidence:none,8,2048,1000,302.437,405.7208499999999,493.39333999999985,24953.653579207337
inline-0119,16,evidence:full,4,2048,1000,16015.5,23932.1958,29855.108,241.2742392656954
inline-0120,3,policy_only,1,16384,1000,4.959,5.667,5.875829999999999,192250.68258604853
inline-0121,3,evidence:data,8,128,1000,31967.021,63423.318749999984,172981.45216999998,239.17971165271297
inline-0122,9,evidence:data,8,128,1000,28924.333,87998.72705,172884.20992,240.26817536237363
inline-0123,11,policy_only,4,2048,1000,1.417,2.5410500000000003,5.065749999999978,900258.5542567825
inline-0124,13,policy_only,8,128,1000,0.333,0.9160499999999999,22.259829999999955,675751.9260619272
inline-0125,7,evidence:full,4,16384,1000,16012.771,21837.410399999993,32364.604589999995,240.61448851846225
inline-0126,2,evidence:none,4,2048,1000,143.688,188.48574999999994,229.3811599999999,26872.87116473742
inline-0127,5,evidence:none,8,2048,1000,275.625,299.67289999999997,473.7219999999999,29363.904995317043
inline-0128,1,policy_only,8,128,1000,0.167,0.583,12.630919999999957,5888102.500088322
inline-0129,14,policy_only,1,128,1000,0.084,0.292,0.292,2106553.6992136235
inline-0130,2,policy_only,8,16384,1000,6.0,11.215249999999994,41.75357999999996,684599.5229710524
inline-0131,17,evidence:full,4,16384,1000,16011.938,18024.31425,27995.245239999997,244.27987377203942
inline-0132,3,evidence:full,8,16384,1000,32041.9585,37239.58924999996,47025.26166999998,242.99961396473827
inline-0133,17,evidence:data,1,16384,1000,4835.25,7564.163149999996,9893.509079999994,182.8006049155723
inline-0134,14,evidence:none,4,128,1000,20.625,27.21634999999999,333.76333,46477.13106708983
inline-0135,0,evidence:data,4,128,1000,15998.396,29044.65414999997,51950.69199,242.71416817561558
inline-0136,2,policy_only,1,2048,1000,1.125,1.25,1.3754099999999996,623830.3181534623
inline-0137,7,policy_only,8,128,1000,0.375,2.0020499999999983,30.802409999999988,1057407.7226715619
inline-0138,1,policy_only,4,128,1000,0.167,0.5,0.7504199999999996,2083876.009377442
inline-0139,5,policy_only,1,16384,1000,5.667,5.875,5.959,173262.69066909372
inline-0140,14,evidence:data,4,128,1000,18675.6665,32764.88544999999,93295.84607999997,192.33336296767322
inline-0141,16,evidence:none,8,16384,1000,480.4375,660.87915,712.35009,15538.647124891115
inline-0142,16,evidence:none,4,2048,1000,124.7295,147.31489999999997,226.89415999999997,31217.765705798407
inline-0143,1,evidence:data,8,128,1000,31991.9585,61065.960399999996,115983.10449,246.39696544830127
inline-0144,9,evidence:data,1,16384,1000,4017.1455,5036.2582999999995,6095.669079999999,236.8620491661287
inline-0145,16,evidence:data,8,2048,1000,32031.2915,60017.14825,62985.81325,244.69128738932514
inline-0146,19,evidence:data,8,16384,1000,32048.9795,36853.32675,55028.26283,242.68432400790698
inline-0147,8,evidence:data,4,128,1000,15957.3755,29042.883349999996,89141.48291999992,244.0789596664679
inline-0148,17,evidence:none,1,128,1000,26.625,33.2521,36.544909999999994,36045.18306951984
inline-0149,4,evidence:none,4,128,1000,26.375,32.08305,603.3045799999888,36657.17233684085
inline-0150,12,evidence:data,1,16384,1000,4893.5,6819.611049999998,9031.17217,193.71132801770904
inline-0151,6,evidence:none,8,16384,1000,486.979,540.9601,558.64125,16256.186840548477
inline-0152,18,evidence:full,1,128,1000,4001.542,4881.15595,6286.82042,242.1229607534116
inline-0153,14,evidence:full,8,2048,1000,32045.792,39998.650299999994,62983.91425,242.4413431492755
inline-0154,6,evidence:full,8,16384,1000,32093.1045,40607.17529999999,60969.849,240.42841456410923
inline-0155,15,evidence:data,1,2048,1000,4070.5835,6999.841699999985,9954.69042,222.1834471126508
inline-0156,5,policy_only,8,128,1000,0.209,0.7520499999999981,18.217169999999992,1416597.1353572728
inline-0157,15,evidence:data,4,16384,1000,16031.521,18077.689599999998,27964.14875,241.20166427942345
inline-0158,19,policy_only,8,128,1000,0.3125,0.917,28.47024999999999,697350.069735007
inline-0159,1,evidence:data,1,16384,1000,4024.4165,5018.32085,5771.817319999999,235.32990390562944
inline-0160,6,evidence:data,4,16384,1000,16181.8125,25038.691,30519.286999999997,225.07446801469638
inline-0161,3,evidence:full,8,128,1000,40065.3955,79070.80559999999,155596.69133999996,179.09419708111048
inline-0162,6,evidence:data,1,128,1000,4010.708,4890.016349999999,6858.321249999995,241.04423496160422
inline-0163,7,evidence:none,1,128,1000,26.4795,34.21104999999999,40.04324,36003.81683663048
inline-0164,14,evidence:data,8,16384,1000,32095.083,41133.14375,62050.7895,240.06271880512006
inline-0165,7,evidence:full,1,2048,1000,4002.729,4776.106249999998,6051.545919999999,242.67638318637307
inline-0166,0,evidence:data,4,2048,1000,16011.8125,27390.67079999998,32971.78467,244.32595470692976
inline-0167,9,evidence:none,4,2048,1000,145.5415,193.97979999999998,244.39416999999997,26656.892472759988
inline-0168,18,policy_only,4,2048,1000,0.834,1.125,3.0410100000000004,1993687.9838431526
inline-0169,0,policy_only,8,16384,1000,5.959,11.666049999999998,38.70925,645525.699991931
inline-0170,19,policy_only,8,16384,1000,6.041,11.208,44.18850999999998,668263.3706135192
inline-0171,7,evidence:data,8,16384,1000,32102.2915,39037.136049999994,46929.04892999998,240.68875496044993
inline-0172,8,policy_only,8,16384,1000,8.708,38.125,44.70225999999997,478364.0714140155
inline-0173,18,evidence:data,1,2048,1000,3999.25,4811.0172999999995,7773.83208,242.47343026100725
inline-0174,16,evidence:data,1,2048,1000,4004.5625,5124.378849999999,7018.613419999999,239.93380945998427
inline-0175,13,evidence:full,8,2048,1000,32036.896,39828.93365,61038.2245,243.21911687315242
inline-0176,8,evidence:data,8,2048,1000,32025.1045,38969.105899999995,61989.863419999994,245.1650589903772
inline-0177,10,evidence:none,8,128,1000,31.0,42.5021,3426.5170899999994,31376.93736115313
inline-0178,6,evidence:none,4,16384,1000,230.125,270.5042,301.29823999999996,16802.58078231371
inline-0179,19,evidence:none,8,2048,1000,260.354,368.75625,567.51417,29536.752950906226
inline-0180,6,policy_only,1,16384,1000,5.084,5.833,6.792829999999999,185361.10660580645
inline-0181,15,evidence:data,4,2048,1000,16115.0415,31070.008349999986,45595.590509999995,205.17177519595316
inline-0182,8,evidence:none,1,2048,1000,34.375,47.917,57.390419999999985,26763.49126853141
inline-0183,0,policy_only,4,128,1000,0.167,0.5,0.7504099999999996,2701789.935832489
inline-0184,0,evidence:data,1,16384,1000,4023.4375,5072.1295,6427.937079999999,233.20581896456105
inline-0185,10,evidence:none,8,2048,1000,295.812,407.39795,515.02042,25632.700271427228
inline-0186,6,policy_only,8,16384,1000,5.958,11.5,40.001749999999966,660066.00660066
inline-0187,18,evidence:data,8,128,1000,32012.75,61261.783349999976,90829.39351000001,241.51419014039968
inline-0188,19,evidence:full,4,2048,1000,16011.4375,27913.3809,32963.21699,242.25244873317413
inline-0189,1,evidence:data,8,16384,1000,33083.021,61123.12289999998,70418.74991999999,213.92288197762292
inline-0190,1,evidence:full,1,128,1000,4066.5625,6141.736849999999,9076.67649,202.95204917893466
inline-0191,14,policy_only,4,2048,1000,0.792,1.083,2.958,2070037.653984926
inline-0192,11,evidence:none,4,128,1000,23.833,30.087199999999996,172.897829999999,40944.73087785872
inline-0193,7,evidence:none,8,2048,1000,258.9795,299.60175,477.17075,30025.934600752054
inline-0194,4,evidence:full,1,128,1000,3996.8955,4259.6628,5832.47625,245.1015736044072
inline-0195,0,evidence:full,4,2048,1000,16019.3545,27956.7003,29514.79726,242.90257648281016
inline-0196,8,policy_only,4,128,1000,0.209,0.709,1.2914199999999996,1838093.3824962042
inline-0197,3,evidence:full,4,16384,1000,16010.146,19041.326800000003,27991.642669999997,242.61534732786922
inline-0198,6,evidence:none,4,2048,1000,126.667,139.625,221.10758999999996,33560.47285095344
inline-0199,17,evidence:data,4,16384,1000,16028.5415,19061.316649999997,28754.065,240.23040738602802
inline-0200,8,policy_only,4,2048,1000,1.208,1.542,4.458,1354096.1408259987
inline-0201,3,evidence:none,4,2048,1000,141.271,187.25384999999994,252.77291999999997,27512.744453485742
inline-0202,4,evidence:data,4,2048,1000,16559.896,29868.899699999994,42069.13333,225.75507808822098
inline-0203,4,policy_only,8,128,1000,0.25,1.3330499999999998,29.141249999999985,1011250.1580078371
inline-0204,11,evidence:full,1,128,1000,4949.8545,7814.882999999999,11923.014249999997,184.54436625360546
inline-0205,19,evidence:none,1,16384,1000,80.0,103.12915,108.80116,11981.374952636128
inline-0206,18,evidence:none,8,2048,1000,253.083,470.57919999999984,709.8688299999999,30901.353547268347
inline-0207,7,policy_only,4,128,1000,0.166,0.459,0.7508299999999992,2788754.6258467357
inline-0208,12,evidence:none,4,128,1000,20.209,25.958,30.83441,47212.86856607814
inline-0209,12,evidence:none,8,16384,1000,445.708,491.025,520.98133,17950.716093556548
inline-0210,14,evidence:none,1,2048,1000,27.7705,32.543099999999995,35.25208,34653.23701258186
inline-0211,11,evidence:data,4,128,1000,15976.2295,30107.629149999993,75935.88966999999,241.84770926268345
inline-0212,4,policy_only,4,128,1000,0.209,0.75,1.1678299999999993,1684684.3659606155
inline-0213,11,evidence:data,4,2048,1000,16020.5835,23149.721149999987,30033.34782999999,240.60439581699998
inline-0214,3,policy_only,8,128,1000,0.458,2.042,18.639169999999986,1212121.2121212122
inline-0215,7,evidence:full,4,2048,1000,16016.75,23522.05654999999,31712.085589999988,240.62756871132737
inline-0216,1,policy_only,1,16384,1000,6.583,6.75,6.91601,151931.42058764945
inline-0217,16,policy_only,4,2048,1000,0.875,1.125,3.25041,1826347.250708166
inline-0218,1,policy_only,4,2048,1000,0.833,1.083,3.04241,2014776.3698968233
inline-0219,5,evidence:none,8,16384,1000,462.708,568.4118499999998,3737.1329100000003,14927.480582669126
inline-0220,0,evidence:data,8,16384,1000,33161.4585,51243.55239999998,75817.20449999998,223.6075497024866
inline-0221,14,evidence:none,4,16384,1000,249.8125,342.9622,372.21508,15040.091318621657
inline-0222,9,evidence:none,8,128,1000,23.792,31.46105,3593.032829999999,40229.307050186064
inline-0223,4,policy_only,4,16384,1000,5.875,6.166,6.41741,572055.2170577713
inline-0224,9,evidence:data,1,128,1000,4002.833,4668.53925,5990.428579999999,243.1834439217259
inline-0225,5,evidence:full,8,128,1000,32079.5,70435.86009999998,99731.55907999999,238.26659386999555
inline-0226,15,policy_only,1,16384,1000,7.625,7.875,9.41741,129886.28974877653
inline-0227,6,policy_only,4,128,1000,0.167,0.584,0.8758299999999992,2335995.589640327
inline-0228,10,evidence:data,8,16384,1000,39954.6045,62548.22294999999,119050.7574099998,190.48285436465002
inline-0229,0,evidence:none,4,128,1000,28.3125,37.962199999999996,54.23407999999846,32931.97488936915
inline-0230,11,policy_only,4,128,1000,0.1665,0.5,0.7512499999999989,2597679.233372905
inline-0231,9,evidence:none,4,16384,1000,229.042,264.3917,279.93282999999997,17063.220460357497
inline-0232,12,evidence:full,1,128,1000,3772.3535,4142.01875,6054.94783,280.1203457959727
inline-0233,17,evidence:full,4,2048,1000,13972.9165,20944.72465,29075.24574999999,279.2568272769173
inline-0234,5,policy_only,8,2048,1000,1.5,2.58305,27.296159999999997,924570.7449174034
inline-0235,5,evidence:data,4,2048,1000,13956.2085,17165.695799999998,27944.25625,285.3208282920709
inline-0236,0,evidence:none,8,16384,1000,473.3545,619.03545,726.96483,15873.141850332146
inline-0237,6,evidence:full,4,2048,1000,13111.25,17960.489899999997,27374.662169999996,284.3384902074629
inline-0238,14,policy_only,4,16384,1000,7.917,8.833,9.335239999999997,417820.0240246514
inline-0239,2,evidence:none,4,16384,1000,232.063,287.16249999999997,331.00541999999996,16408.887420986284
inline-0240,9,evidence:none,1,2048,1000,26.417,30.833,33.208839999999995,36235.16622882507
inline-0241,3,policy_only,4,128,1000,0.166,0.5,0.792,2805379.595913123
inline-0242,5,evidence:full,8,16384,1000,29013.813,33652.8104,52894.59665999999,276.3481749344744
inline-0243,7,policy_only,8,16384,1000,8.875,14.33305,25.559909999999984,587414.6413099347
inline-0244,2,policy_only,4,2048,1000,1.042,1.333,2.587579999999996,1639454.4551355091
inline-0245,8,evidence:none,1,16384,1000,79.1875,102.91605,106.95925,11992.996090283275
inline-0246,18,evidence:none,4,16384,1000,223.166,255.58605,281.42740999999995,17658.159989357075
inline-0247,2,evidence:data,1,128,1000,3871.7915,4277.2705,4702.00717,277.38504039615066
inline-0248,16,evidence:data,1,16384,1000,3919.2915,4914.7973,5223.696169999999,271.3725531632007
inline-0249,1,evidence:none,8,16384,1000,488.646,664.2205,720.38375,15267.253423857153
inline-0250,0,policy_only,4,16384,1000,5.875,6.208,10.797829999999994,565424.0906849774
inline-0251,14,policy_only,1,16384,1000,4.958,5.79105,6.917,187843.41297956658
inline-0252,13,evidence:full,8,16384,1000,29958.7085,35501.22769999999,47142.49425999992,275.3664126132656
inline-0253,3,evidence:data,1,16384,1000,3851.3125,4901.527099999999,5040.9655,278.61371240537295
inline-0254,8,evidence:full,8,2048,1000,28991.8125,38089.86009999999,59979.932740000004,269.95272626460894
inline-0255,4,policy_only,1,16384,1000,8.292,8.583,12.724669999999985,120502.50024612635
inline-0256,10,policy_only,1,128,1000,0.125,0.333,0.375,1827595.5969566877
inline-0257,19,evidence:data,1,2048,1000,3859.7085,4090.67115,5004.74092,280.8211149079533
inline-0258,9,evidence:none,1,128,1000,26.792,34.92115,41.66767,35042.58444947469
inline-0259,13,evidence:full,1,2048,1000,3895.2705,4102.3601,5048.434499999999,276.48259758382017
inline-0260,2,evidence:none,8,128,1000,28.271,39.34549999999999,4176.9900899999975,33049.475792349614
inline-0261,5,evidence:data,1,16384,1000,3916.708,4909.2798,5048.4079999999985,272.55636744640236
inline-0262,15,policy_only,4,2048,1000,0.959,1.292,2.4249099999999926,1727861.7710583154
inline-0263,1,policy_only,1,2048,1000,0.792,0.917,1.0834199999999996,849948.4081316264
inline-0264,11,evidence:full,1,2048,1000,3874.7505,4069.42325,4830.691249999999,279.7107701800198
inline-0265,5,evidence:full,1,128,1000,3919.4375,4120.9545,6913.520169999999,271.09648869424547
inline-0266,16,policy_only,1,128,1000,0.125,0.458,0.583,1400234.679332256
inline-0267,19,evidence:none,8,128,1000,25.833,35.709,379.1142499999995,36635.62859576405
inline-0268,16,evidence:none,4,128,1000,23.666,29.625,37.640499999999946,40834.24359668018
inline-0269,3,evidence:data,4,16384,1000,14050.313,16859.7771,18949.83375,278.5421276287611
inline-0270,15,evidence:full,4,2048,1000,14952.9165,24144.0521,30535.74324,264.8931773879331
inline-0271,4,evidence:data,4,16384,1000,14181.833,16957.4348,24805.89666,273.0006891716758
inline-0272,1,evidence:none,1,128,1000,25.542,34.25205,42.843839999999986,36272.13166783795
inline-0273,7,evidence:full,1,16384,1000,3850.7915,4474.457999999999,5026.05084,278.85299495740423
inline-0274,7,policy_only,1,128,1000,0.125,0.458,0.542,1440749.8814983224
inline-0275,5,policy_only,4,2048,1000,1.041,1.417,2.9638399999999945,1611063.495234474
inline-0276,17,evidence:data,8,128,1000,26885.0835,58974.30835,103895.11433999999,281.9660340455861
inline-0277,5,evidence:full,4,16384,1000,14887.2915,19444.80414999999,28309.819579999996,268.8581804559879
inline-0278,7,evidence:data,1,128,1000,3079.354,4066.72885,5286.698659999999,287.9179653169303
inline-0279,19,policy_only,4,2048,1000,1.25,1.667,4.50041,1373626.3736263737
inline-0280,12,evidence:none,1,2048,1000,32.1455,41.25205,47.63499999999999,29463.144964448
inline-0281,9,evidence:none,1,16384,1000,76.7085,87.4652,92.25166,12899.383787406907
inline-0282,14,evidence:none,1,128,1000,24.458,30.791,34.875,38581.23972557473
inline-0283,10,evidence:full,1,16384,1000,3915.625,4932.096149999999,5069.11274,271.0672078613827
inline-0284,15,evidence:full,1,16384,1000,3820.7915,4943.0351,5051.80675,278.0061192621926
inline-0285,4,evidence:data,1,2048,1000,3826.479,4087.4901999999997,5029.48351,280.3504768517146
inline-0286,4,policy_only,8,16384,1000,8.833,30.171149999999997,45.96549999999999,413714.6403268346
inline-0287,17,evidence:data,4,128,1000,14039.4165,26138.708649999957,46138.61124999998,274.7987462467685
inline-0288,10,policy_only,8,16384,1000,9.041,15.379149999999996,29.357169999999975,560865.3928665774
inline-0289,11,evidence:full,8,2048,1000,27021.646,32071.9253,52966.90624999999,285.876483127802
inline-0290,1,evidence:none,4,2048,1000,142.479,189.97674999999998,229.71607,26780.184655800447
inline-0291,12,evidence:full,4,2048,1000,13932.729,17020.660399999997,27165.896759999996,282.2411338151088
inline-0292,18,evidence:none,4,128,1000,28.209,37.5021,130.08857999999952,27218.012880924594
inline-0293,17,policy_only,4,16384,1000,6.25,6.667,7.000829999999999,532339.6326856534
